,ID,label,tanggal,judul,narasi,nama file gambar
1957,456906,1,2018-01-10 00:00:00,Dokter Anti Vaksin Asal Amerika Serikat,"“Dr Bernard dengan tegas menyatakan bahwa seluruh umat yang merasa tengah berada dalam perjuangan untuk menolak vaksin dengan tegas-tegasnya. Vaksin, ujarnya lebih dari mampu untuk menurunkan semangat juang seseorang. Andaikata vaksin dimasukkan ke dalam tubuh orang-orang yang sedang berperang, maka semangat tarung orang tersebut akan kendor dalam waktu singkat,”",456906.jpg
1398,325557,0,2018-03-02 00:00:00,"Klarifikasi Pemerintah Daerah Raja Ampat Terkait Isu Gizi Buruk di Kampung Saporkren, Distrik Waigeo Selatan","Bukan menderita gizi buruk tetapi menderita penyakit paru, dan sudah ditangani sejak 2013 hingga 2016 oleh perawat dari Puskesmas Saonek,",325557.png
156,34642,1,2020-02-19 00:00:00,Cikarang Siaga 3 Virus Corona Karena Sudah 3 Orang Meninggal di Meikarta,"ikarang siaga 3 dengan virus Corona ada kabar untuk daerah Lippo sudah ada yg terserang viirus Corona 3 orang dan meninggal dunia namun kita belum nyelidiki ke TKP…dan himbauan untuk warga CIKARANG dan sekitarnya untuk hari ini dan seterusnya WAJIB MEMAKAI MASKER agar tidak terkena virus Corona….pusat virus Corona ada di sebuah perusahaan besar MEIKARTA, dan sampai saat ini pemerintah blm menindak tegas,, bahkan tdi pagi ada aksi dari para habib seBEKASI meminta pemerintah membasmi virus Corona di BEKASI",34642.jpg
785,182521,1,2019-12-11 00:00:00,Video pasien kabur ditangkap security,"Di duga tidak bisa membayar tagihan, pasien ini kabur dari salah satu RS di kawasan Grogol. Yaelah security nya galak bener ya, orang lagi sakit di tampol.",182521.png
3213,758895,0,2018-07-27 00:00:00,Polri Tidak Lakukan Perubahan Pelat Kendaraan Bermotor Menjadi Warna - Warni,Pelat yang warna-warni itu hoax,758895.png
1509,346464,1,2019-11-26 00:00:00,Pesan Berantai Video Penyiksaan Anak,"JK Media , sebuah organisasi berita yang berbasis di Jammu & Kashmir, melaporkan bahwa video itu ditemukan dari Nagri setelah diselidiki. Gadis itu, yang berusia lima tahun, secara brutal dirontokkan oleh ibunya sendiri. Menurut laporan itu, polisi telah memanggil orang tua anak tersebut.”",346464.png
2677,631708,1,2020-05-25 00:00:00,Voucher Dua Pizza Besar Dominos Pizza Selama Masa Pandemi Corona,Dominos is giving away 2 FREE Large Pizzas per family to everyone this week to support the nation during Corona Pandemic. Click here to get: ttp://www[dot]dominos.com[dot]2pizza[dot]club,631708.jpg
1461,337255,1,2020-04-13 00:00:00,Video Pertama Kali dalam Sejarah Presiden dan Senat AS Membuka Sidang Dengan Alquran,SubhanAllah Pertama kali dalam sejarah Presiden dan Senat AS membuka sidang dengan ALQUR’AN,337255.jpg
2232,520168,1,2019-01-29 00:00:00,Menari diatas penderitaan rakyat,"Sadis…
Tak berprikemanusiaan..
Menari diatas penderitaan rakyat..

Hellow…",520168.png
95,22521,1,2018-02-21 00:00:00,"DI TUDUH CURI MEDALI MILIK BAMBANG PAMUNGKAS, MUHAMMAD YUSUF BUKA SUARA","Mantan Ketua Umum Jakmania, Larico Ranggamone : “Soal yang ramai medali Bepe hilang ditunjukkan kepada M Yusuf ini, itu medali palsu didapat dari tantenya dari PSSI. Itu beda dari medali yang didapat tim Persija,”.",22521.jpg
2894,687313,1,2017-02-06 00:00:00,Sertifikasi Khatib dengan Persyaratan dan Nominal Penghasilan,Info Sertifikasi Khatib,687313.png
240,54602,1,2018-06-25 00:00:00,Ternyata Sebenarnya Mereka Tentara Cina yang Nyamar,Di Halim Perdanakusuma ditangkap TKA Tiongkok dlm proyek kereta api cepat Bdg- JKT.,54602.png
2153,502892,1,2019-07-01 00:00:00,Pihak SMPN 30 Jakarta Memberikan Klarifikasi Atas Isu Gurunya Tidak Mau Pasang Foto Presiden dan Wakil Presiden,Saya biasanya sangat menghormati guru. Dari guru kita bisa pandai dan mengenal cakrawala dunia ini. Itu guru yang baik.,502892.jpg
1627,371647,1,2019-07-25 00:00:00,"Megawati : Jokowi Itu Idaman Seluruh Alam, Bahkan ALIEN Saja Mau Di Pimpin Oleh Beliau.","Ada yg lebih lucu sodara2…
 Saya pribadi ihklaskan kalo Jokowi memimpin alien 😂🤣
 Sudah TDK ada kata2 untuk memuji nih emak…sampai alien di bawa2",371647.jpg
1041,241199,1,2019-04-10 00:00:00,Video Pemukulan Pelaku Terorisme yang Menyerang Masjid Christchurch Selandia Baru di Penjara,SAMBUTAN PARA TAHANAN SAAT KEDATANGAN PENEMBAK UMAT MUSLIM DI MASJID NEW ZEALAND..,241199.jpg
576,136034,1,2018-09-06 00:00:00,INFO REKRUTMEN CPNS 2018,"Pemerintah akan membuka penerimaan CPNS Daerah Tahun 2018 sebayak 200.000. Tenaga Guru (SD, SMP, SMU/SMK) sebanyak 100.000 orang; Tenaga Kesehatan (Dokter, Bidan, Perawat, dll) sebanyak 50.000 orang; Tenaga lainnya sebanyak 50.000 orang.",136034.jpg
2877,682864,1,2019-08-16 00:00:00,Daftar Menu Pesta Kuliner Gratis di Surabaya dan Semarang,"Ibu Gubernur Lontong Kupang 300 porsi dan Es Krim 600 cup, Bp. Wagub Nasi Bakar Madura 400 porsi, PU BM Bakso 500 Porsi, Dinas ESDM Soto Ayam 150 Porsi",682864.png
465,105498,1,2017-03-17 00:00:00,Status Keamanan Negara Siaga Satu Pasca Pilkada DKI Jakarta,"Indonesia siaga 1,setelah pilkada nanti entah itu ahok menang atau pun kalah , tentara cina komunis dan sekutunya ingin melakukan makar berdarah diindonesia ingin mengambil alih kekuasaan indonesia dengan dalih mengamankan warga cina di indonesia dari teroris padahal sebenarnya mereka ingin mengambil kekuasaan diindonesia,tentara myanmar pun sedang menuju aceh untuk membalas atas warga budha yang dihukum cambuk diaceh,kekuatan TNI terpecah ada yang diaceh dan dijakarta,anak-anakn TNI pun diperintahkan menjaga pilkada dki.",105498.jpg
3481,818249,1,2017-02-27 00:00:00,PGI siap berkati jasad muslim pendukung ahok yang tidak diurus oleh muslim,PGI siap berkati jasad muslim pendukung ahok yang tidak diurus oleh muslim,818249.jpg
744,172685,1,2020-06-27 00:00:00,Video Remaja Ini Terkena Tiktok Syndrome,"Astaghfirullah, Remaja Ini Terkena Tiktok Syndrome, Ga Bisa Kontrol Gerakan Badannya Karena Banyakan Main Tiktok",172685.png
1323,306642,1,2019-04-23 00:00:00,"Madura kacau, ribuan warga Sampang, Madura kepung KPU tuntut kecurangan massa bentrok dengan Polisi","Pecah!! Madura kacau, ribuan warga Sampang madura kepung KPU tuntut kecurangan massa bentrok dgn polisi, KPU berhadapan dgn rakyat",306642.png
4142,976393,1,2020-03-28 00:00:00,Seorang bayi perempuan lahir di rs Uruguay dengan tangan tertutup seperti orang berdoa menempel,"Seorang bayi perempuan lahir di rs Uruguay dengan tangan tertutup seperti orang berdoa menempel. Dr dan orangtuanya sepakat untuk mengoperasi tangan bayi itu agar normal, operasi sukses. Betapa kagetnya ketika dilihat di telapak tangan tertulis kalimat “GOD IS COMING BACK” (TUHAN akan segera datang kembali). Tuhan mengirim pesan singkat lewat bayi itu dan misi bayi itupun selesai, 3 jam kemudian sang bayi pun meninggal.",976393.jpg
2499,583159,1,2020-03-30 00:00:00,Foto penguburan Jenazah ibu kandung Presiden Joko Widodo meninggal dunia karena Serangan Virus Corona,"Jenazah ibu Hj. Sudjiatmi sengaja tidak di Shalati dan tidak di mandikan dan tidak boleh di layat oleh siapapun karena Sudjiatmi meninggal dunia akibat Serangan Virus Corona. Disaat penguburan, Peti mati Sudjiatmi di lempar begitu saja di dalam lobang kubur, agar Si pengubur Jenazah tidak tertular Virus Corona jenis Covid-19",583159.png
642,149701,1,2019-12-21 00:00:00,Legenda Hello Kitty berasal dari gadis penderita kanker mulut dan Hello Kiity artinya dalam bahasa China adalah Halo Iblis,"Menurut LEGENDA HELLO KITTY, Hello Kitty diciptakan pada tahun 1970 oleh seorang wanita yang memiliki seorang anak perempuan berumur 14 tahun dan di diagnosa menderita kanker mulut. Dokter memberi tahu kepada sang ibu, bahwa kondisi putrinya sudah sangat parah. Mereka tidak bisa menemukan obatnya dan tidak ada yang dapat mereka lakukan untuk menolongnya.",149701.png
3058,722370,1,2020-04-03 00:00:00,Gratis Layanan Netflix Selama Tiga Bulan Karena Kerja Dari Rumah,Netflix gratis selama karantina! Sisa akun: 239 Selamat! Anda telah menang!!,722370.png
4131,972951,1,2018-01-19 00:00:00,Waspada! Telur Palsu Dari Tiongkok Kini Jadi Ancaman,Telur palsu buatan mereka nyaris mirip seperti telur asli bahkan tampilan serta rasa nyaris tidak beda dengan telur asli.,972951.png
889,204310,1,2016-12-03 00:00:00,Poster Acara Parade Kebudayaan Untuk Dukung Ahok,Poster Acara ‘Parade Kebudayaan’ Untuk Dukung,204310.png
177,38576,0,2018-04-17 00:00:00,: LSF Mengklarifikasi Terkait Pemotongan 7 Menit Durasi Film Avengers Infinity War,LSF Mengklarifikasi Terkait Pemotongan 7 Menit Durasi Film Avengers Infinity War,38576.png
2236,521384,1,2018-07-18 00:00:00,Menpora Halalkan Judi Bola,Sekelas Menteri Sudah Terang-terangan Memperbolehkan Judi Bola,521384.png
3686,866141,1,2018-03-16 00:00:00,Cek Saldo Rekening di Bank BRI Terutama yang Sudah Registrasi HP Menggunakan KK dan NIK,"Yang punya rekening di bank BRI di harap cek saldonya terutama yang sudah registrasi hp yang di pakai KK &NIK .
 kabar nya di beberapa wilayah sumatra banyak nasabah yang kehilangan saldo nya dari 5 jt,20 jt,40jt,.bahkan ada yang saldo nya 100 ribu seorang nasabah di BRI di kendiri kebobolan RP.500 juta.di tabung di BRI kartu tani juga ada yang kena 5 juta uang karyawan OMG raib/bobol 20 juta di tekening ATM BRI SARIAH ….
 # SUNGGUHHHHHH_ANEHHHHHH",866141.png
4081,959418,1,2020-05-22 00:00:00,WHO: Pria berpenis besar lebih rentan tertular Covid-19,WHO: Pria berpenis besar lebih rentan tertular covid-19 – BBC-NEWS.US,959418.jpg
2460,574122,1,2020-06-24 00:00:00,"Peta Kasus Covid DKI DKI kembali Zona Merah, Bogor Zona Hitam","DKI kembali Zona Merah, Bogor Zonna Hitam. Welcome back Corona…. Hati2 ya & tetap jaga kesehatan, jangan lengah please….",574122.png
3239,764610,1,2019-09-17 00:00:00,Modus pembunuhan dengan rekaman suara tangisan bayi dan membuka semua keran air,"Polisi tersebut memberitahu wanita itu bahwa sebuah rekaman pembunuhan merekam suara bayi menangis & menggunakannya sebagai tipuan.
 Wanita di dalam rumah akan berpikir bahwa ada seseorang yang menelantarkan bayinya di luar mereka.",764610.png
73,17570,1,2020-05-02 00:00:00,Vietnam Tidak Ada Korban Meninggal Covid-19 Karena Teh dan Lemon,Kabar gembira dan istimewa.. Vietnam korban covid 19 tidak ada yng mati…Berita super.. obat virus covid 19 sudah tercapai informasi dari negara Vietnam.. virus covid 19 tidak menyebabkan kematian.. ternyata resepnya sangat sederhana tapi sangat ampuh.. hanya 1 teh..2 lemon..minumlah teh panas setelah di campur perasan lemon..dapat segera membunuh virus covid 19..dan dapat sepenuhnya menghilangkan virus covid 19 dari tubuh…2 bahan ini membuat sistem kekebalan tubuh menjadi bersifat basa.. karena ketika malam tiba sistem tubuh menjadi asam.. kemampuan detensif juga akan berkurang.. itulah sebabnya orang Vietnam santai saja dengan menyebarnya virus covid 19… Di Vietnam rata2 semua orang minum segelas air panas dengan sedikit lemon di malam hari… Karena telah terbukti membunuh virus covid 19 secara total… Bagikan resep sakti ini kepada siapapun untuk memburu pahala… Resep sederhana ini sangat efektif karena tidak akan terinfeksi virus covid 19.. Atas izin Tuhan YME…Selamat mencoba…,17570.jpg
2465,574365,1,2020-05-24 00:00:00,Pegawai Pusat Perbelanjaan Luwes Gading Dijemput Petugas Medis,"Ojo Nang Luwes Gading Sik, Hari Ini Pegawene Ono Sing Dijemput Soko Muwardi",574365.png
2274,532575,1,2020-08-16 00:00:00,BIN Tetapkan Jakarta Zona Hitam,"ZONA HITAM DKI, MASIH GA PERCAYA COVID ITU ADA",532575.jpg
3916,921020,1,2019-04-24 00:00:00,"Terjadi Penyeludupan dan Penyimpanan Surat Suara Beserta Berkas di Kecataman Bengkong, Batam","Malam Ini Terjadi Penyeludupan Dan Penyimpanan Surat Suara Beserta Berkas” Yg Lain,
Kejadian Di Kecamatan Bengkong..!!!
Gawat Kecurangan Begitu Masif..!!",921020.png
3395,799064,1,2018-11-28 00:00:00,Bendungan Katulampa Jebol Pada 27 November 2018,"Info dr pudek BMKG bogor

Katulampa jebol, Jakarta kemungkinan bisa banjir, kalau ada keluarga yang kerja di wilayah jabodetabek kabarin, diperkirakan air sampai jakarta +/- 6 jam lagi info dr temen yg di bogor barusan kira2 sejam yg lalu… jadi untuk malam ini klo bisa balik ke rumah jangan terlalu malam.. perkiraan 6 jam air sampai jakarta",799064.jpg
2622,613394,1,2017-03-20 00:00:00,Makan Mie dan Cokelat Berbahaya,"Ada seorang Wanita meninggal ‘Mendadak’ dgn ‘ Kelima Panca Indera keluar darah.
 Setelah diselidiki ternyata Wanita ini meninggal, bukan karena ‘Bunuh Diri’ atau ‘Dibunuh’, melainkan karena ketidaktahuan tentang ‘Racun akibat Makanan’. Wanita ini memiliki kebiasaan makan coklat tiap hari, ini tidak masalah. Masalahnya, malam itu wanita ini kebanyakan makan ‘MIE GORENG’.",613394.png
3412,803280,1,2020-07-16 00:00:00,Penambahan Peserta SKB CPNS 2020 Kemendes PDTT,Penambahan Peserta SKB CPNS 2020 Kemendes PDTT,803280.jpg
1832,419707,1,2020-02-16 00:00:00,"Pelaku penculikan anak berhasil ditangkap dan diamankan di Polsek Tegalsari, Surabaya, Jawa Timur",Penculikan anak itu ternyata benar terjadi di Surabaya jawa Timur. Salah satu pelaku penculikan anak berhasil ditangkap dan diamankan di polsek tegalsari. Rame banget banyak yang nonton di polsek tegalsari tersebut.,419707.png
2998,708811,1,2018-12-26 00:00:00,BMKG PREDIKSI TSUNAMI AKAN TERJANG BENGKULU,"Info dari BMKG besok diprediksi Bengkulu akan tsunami Tanggal 26 Desember 2018…

Tadi aku abis dari pantai, air pantai lah mulai surut hampur ke tengah-tengah laut…",708811.jpg
52,12594,1,2018-12-03 00:00:00,Puan Maharani Buka Posko Logistik di Reuni 212,"INFO. BUAT ALUMNI 212 HARAP HINDARI POSKO 14 DI MONAS, POSKO 14 MILIK PUAN MAHARANI YANG MENUJU KE ISTIQLAL. SEBARKAN AGAR JAMA’AH YANG LAIN TAU",12594.png
402,92211,1,2020-01-08 00:00:00,anjing menyelamatkan bayi koala di kebakaran,"Seorang suami dan istri di Australia membuka pintu mereka untuk pemandangan ini. Anjing keluarga muncul dengan bayi koala di punggungnya, yang diselamatkan dari api. Sorot mata mereka menceritakan kisah itu.",92211.png
720,165996,1,2020-01-03 00:00:00,"Said Aqil Bernama Asli I Made Wiryawan Saidi, Beragama Hindu dan Berasal dari Lombok","Dapat info dari kawan asal kota Bali.Kawan Saya bilang, 2 tahun tak jumpa dengan pak I made, kok namanya jadi said Aqil siraj.dan suka pake peci. Begitu imbuhnya….Selidik punya Selidik, ternyata SAS mempunyai nama asli.I Made Wiryawan saidi.Beragama Hindu asal pulau lombok yg memiliki saham di kota Bali.Kawan saya merasa terkejut.Bagaimana mungkin seorang beragama HINDU bisa di percaya mengurus NU Bersama gerombolannya si Cornelius, Nuril, Abu janda dan Gus Guntur Di masukkan NU secara Bersama’an oleh Megawati",165996.png
436,99387,1,2020-05-11 00:00:00,"Jack Mas advice, hopefully we can get through 2020","Jack Ma’s advice, hopefully we can get through 2020",99387.png
2974,704728,0,2020-08-05 00:00:00,"MAFINDO Jombang: The Fact Talk Sakit, tapi takut ke layanan kesehatan? Takut kena COVID-19?",Simak di :,704728.jpg
3383,796366,0,2020-03-14 00:00:00,WHO: Saran penyakit Coronavirus  untuk umum: membantah Mitos,"Dari bukti sejauh ini, virus COVID-19 dapat ditularkan di SEMUA AREA, termasuk daerah dengan cuaca panas dan lembab. Apa pun iklimnya, lakukan tindakan perlindungan jika Anda tinggal di, atau bepergian ke area yang melaporkan COVID-19. Cara terbaik untuk melindungi diri dari COVID-19 adalah dengan sering membersihkan tangan. Dengan melakukan ini, Anda menghilangkan virus yang mungkin ada di tangan Anda dan menghindari infeksi yang dapat terjadi saat menyentuh mata, mulut, dan hidung Anda.",796366.png
564,132409,1,2020-04-17 00:00:00,Korban Virus Corona,Korban virus corona..,132409.png
1476,339912,1,2019-02-02 00:00:00,udang jadi tersangka,"Alhirnya udang jadi tersangka kali ini…
Ini hebat bukam kalenh2.",339912.png
26,8508,1,2020-07-28 00:00:00,Kapal Kargo Pengangkut Kadrun tenggelam di Laut China Selatan,"Kapal Kargo dari Indonesia tujuan ke China dilaporkan tenggelam di Laut China Selatan pada Sabtu malam pukul 22:00 waktu setempat akibat kebocoran lambung Kapal. Kapal tersebut mengangkut Kadrun tujuan China dengan tujuan sebagai objek percobaan Vaksin Covid-19, dimana harga monyet di China sangat mahal sementara harga Kadrun bisa 10 kali lebih murah dari harga monyet. Sampai saat ini masih dalam penyelidikan Otoritas Tiongkok mengenai sebab kecelakaan fatal tersebut.",8508.png
1488,342472,1,2017-11-24 00:00:00,Penganiayaan Ustadzah di Bekasi,Ustd. Dra. Hi. Siti Marfuah dianiaya babak belur oleh beberapa orang tidak dikenal setelah menyampaikan ceramah dan membahas sejarah PKI. Kejadiannya tadi malam di wilayah Bekasi Selatan. Sungguh mengerikan,342472.jpg
214,48758,1,2016-11-18 00:00:00,: Logo Bank Indonesia Pecahan Seratus Ribu Terdapat Pada Bendera Tentara Komunis,Logo Bank Indonesia Pecahan Seratus Ribu Terdapat Pada Bendera Tentara Komunis,48758.jpg
2805,666521,1,2019-08-01 00:00:00,Di Rusia islam menggema oleh para tentara kalamullah di lantunkan,Di Rusia islam menggema …oleh para tentara kalamullah di lantunkan ..Subhanallah,666521.png
2258,526730,1,2019-11-14 00:00:00,Di Rusia Juga Ada Yang Bersholawat,"Di Rusia jg ada yg bersholawat,,",526730.png
596,139150,0,2015-12-05 00:00:00,Anak Palestina Ditembak Oleh Tentara Israel Dari Jarak Dekat!,"“SUBHANALLAH…
 Anak Palestina ini berlutut memandangi tentara israel yg menembaknya dari jarak dekat,
 Peluru menembusi jantung nya. Tapi coba Lihat wajah syuhada ini .. Tak ada menggambarkan kesakitan…”",139150.png
3501,823748,1,2018-11-02 00:00:00,Ya robb jangan biarkan kecurangan terjadi Aamiin,Ya robb jangan biarkan kecurangan terjadi Aamiin,823748.png
2123,497526,0,2018-03-10 00:00:00,"Hoaks Pil Mandul, Biang Keladi Perang Antaragama di Sri Lanka","Hoaks Pil Mandul, Biang Keladi Perang Antaragama di Sri Lanka",497526.png
680,157059,1,2020-04-09 00:00:00,"Tanggal 10-12 April, Aktivitas Berhenti Total 3 Hari","Ayo Kompak Melawan Virus SEREMPAK SE-INDONESIA BERHENTI TOTAL TIGA HARI Virus tidak bisa dipindah KECUALI dipindahkan, dan jika dalam 24 jam tidak dipindahkan, virus mati sendiri PELAKSANAAN 10-12 APRIL 2020",157059.jpg
3804,894746,1,2020-03-02 00:00:00,Foto Muslim New Delhi Yang Dibantai Akibat UU Kewarganegaraan India,"Innaalilaahi wa’inaailaihi rooji’uun …😢
 
 Akibat Pengesahan Undang² anti Muslim di India,
 saudara² muslim kita di Mesjid di Delhi dibantai oleh ekstrimis Hindu, disiram air keras, diperkosa, Al Qur’an serta Mesjidnya dibakar, HAM dimana…?? Ketika Muslim terbunuh semua diam, Muslim yang paling banyak diteror tapi label terörist diberikan kepada Muslim..!!",894746.png
2451,572399,1,2017-04-15 00:00:00,: Beredar Meme Perempuan Korea Dibunuh Oleh Aktivis Cina,Beredar meme dgn menggunakan wajah seorang perempuan korea bernama Kim Bok Dong yg isi pesannya mengandung unsur rasisme. Disebutkan pula bahwa dia telah dibunuh oleh aktifis China.,572399.jpg
3558,834345,1,2017-09-18 00:00:00,: Isu Acara Kebangkitan PKI di Gedung LBH-YLBHI,Isu Acara Kebangkitan PKI di Gedung LBH-YLBHI,834345.jpg
321,73741,1,2020-08-24 00:00:00,"gedung Kejaksaan Agung terbakar, LBP minta pemutihan bagi koruptor","Pejabat BIN : “Lapor pak Presiden, gedung Kejaksaan dibakar eh maksudnya terbakar !” Presiden : “Alhamdulillah… Eh maksudnya , itu bukan urusan saya.” LBP : ” Kau bereskan lah pemutihan bagi saudara² koruptor kita” Kapolri langsung berlagak pilon, Para pejabat pura² kaget. Para Taipan berpesta pora di Christmas Island. 140 kasus korupsi yang dilakukan kader PDIP pun hilang, 60 kasus korupsi kelas kakap yg dilakukan Konglomerasi China pun lenyap.",73741.png
2515,586244,1,2018-10-24 00:00:00,"TERJADI BENTROKAN ORMAS DI CIKARANG, GIBAS VS PP","Info penting

Ass.muallaikum tuk bapak2 bagi yang melewati kawasan mm2100 harap berhati hati hari ini mau ada perang antara ormas gibas dan ormas pemuda pancasila besar besaran trimakasih🙏🙏🙏

skrng pemuda pancasila sdg berkumpul di Plaza Metropolitan tambun",586244.jpg
2354,552197,1,2019-05-25 00:00:00,"Harun, Remaja yang Dianiaya Depan Masjid Al Huda Dikabarkan Mati Syahid","Innalillahi-wainnailaihi-raajiuun. Sy dikabari, anak bernama Harun (15) warga Duri Kepa, Kebon Jeruk Jakarta Barat yg disiksa oknum di Komplek Masjid Al Huda ini, Syahid hari ini. Semoga Almarhum ditempatkan di tempat yg terbaik disisi Allah SWT, Amiiiin YRA",552197.jpg
1413,328194,1,2020-07-12 00:00:00,Akun Tiktok Hotman Paris Hutapea,"Bankruptcy, International Finance & commercial lawyer @hotmanparisvillaandhotel",328194.jpg
3702,870690,1,2019-12-04 00:00:00,ITB STIKOM Bali Berikan Klarifikasi Atas Isu Telah Terpapar ISIS,SEKEDAR MENGINGATKAN saja . . .Masyarakat Bali vs STIKOM Bali Scorenya 0 : 4 Wajar jika masyarakat Bali menaruh kecurigaan yang mendalam terhadap STIKOM Bali. Ini adalah sederetan rekaman ingatan publik yang sulit untuk dibantah dan kemudian dianggap sebagai kebetulan belaka;,870690.jpg
