,ID,tanggal,judul,narasi,nama file gambar,true_judul,label
267,591484,2020-03-19 0:00:00,Donald Trump Umumkan Roche Medical Company akan Meluncurkan Vaksin Covid19 Jutaan Dosis Minggu Depan,"VAKSIN VIRUS CORONA:
 Saat ini, Trump mengumumkan bahwa Roche Medical Company akan meluncurkan vaksin dari minggu depan, dan jutaan dosis sudah siap!
 
 Permainan selesai
 Now, direct announced that Roche Medical Company will launch the vaccine next Sunday, and millions of doses are ready from it !!!
 
 -the end of the play”",591484.jpg,[SALAH] Donald Trump Umumkan Roche Medical Company akan Meluncurkan Vaksin Covid19 Jutaan Dosis Minggu Depan,1
268,596546,2017-11-08 0:00:00,JONRU GINTING DIVONIS 20 TAHUN dan DENDA 1 M?,Sidang praperadilan Jon Riah Ukur alias Jonru mendapat komentar dari netizien. Sidang yang langsung di ponis itu membuat pendukungnya kewalahan karena perwakilan Kejati DKI sebagai pihak termohon tidak membawa surat kuasa...,596546.jpg,[HOAX] “JONRU GINTING DIVONIS 20 TAHUN dan DENDA 1 M?”,1
269,596922,2017-05-12 0:00:00,Penemu Listrik Naufal Rizky Tidak Dipedulikan Jokowi,"Tidak Dipedulikan Jokowi, Brunei & Turki Berebut Bocah Aceh Ini, Dia Masa Depan Dunia",596922.jpg,[DISINFORMASI] Penemu Listrik Naufal Rizky Tidak Dipedulikan Jokowi,1
270,596995,2017-04-03 0:00:00,UANG NKRI EDISI 2016 BERHASIL DIPALSUKAN,"Heboh, belum genap setahun, uang NKRI Edisi 2016 ini berhasil Dipalsukan! Begini ciri-cirinya",596995.jpg,[HOAX] UANG NKRI EDISI 2016 BERHASIL DIPALSUKAN,1
271,598233,2020-08-05 0:00:00,Foto Jokowi: DIA SIAPA SIH? APAPUN YANG SAYA LAKUKAN PASTI SALAH DIMATA DIA,DIA SIAPA SIH? APAPUN YANG SAYA LAKUKAN PASTI SALAH DIMATA DIA,598233.jpg,[SALAH] Foto “Jokowi: DIA SIAPA SIH? APAPUN YANG SAYA LAKUKAN PASTI SALAH DIMATA DIA”,1
272,600275,2019-12-18 0:00:00,Judul artikel Habib Rizieq Terancam Hukuman Mati dengan Pancung,"Makanya, jgn main2 di negeri org…bukan di Indonesia bung! Apa FPI berani jihad ke Arab??",600275.png,[SALAH] Judul artikel “Habib Rizieq Terancam Hukuman Mati dengan Pancung”,1
273,604403,2018-01-03 0:00:00,"Beredar Broadcast Jokowi soal Pilkada DKI, Istana: Berita Bohong","Beredar Broadcast Jokowi soal Pilkada DKI, Istana: Berita Bohong",604403.png,"[KLARIFIKASI] “Beredar Broadcast Jokowi soal Pilkada DKI, Istana: Berita Bohong”",1
274,608452,2019-12-21 0:00:00,Upaya pembunuhan pangeran Arab Saudi,"Upaya pembunuhan pangeran Arab Saudi, hari ini",608452.png,[SALAH] “Upaya pembunuhan pangeran Arab Saudi”,1
275,611400,04-Agu-18,Dinkes Pamekasan: Kasus Santri Kadur Efek ORI Difteri,MASIHKAH DEPKES INGIN MEMAKSAKAN VAKSINASI???,611400.png,[BENAR] “Dinkes Pamekasan: Kasus Santri Kadur Efek ORI Difteri”,0
276,611514,2018-07-16 0:00:00,Soda Susu Tak Dapat Bersihkan Paru - paru Perokok,Soda Susu Tak Dapat Bersihkan Paru - paru Perokok,611514.png,[BENAR] “Soda Susu Tak Dapat Bersihkan Paru – paru Perokok”,0
277,611988,2018-04-19 0:00:00,: Desain Interior Langit-Langit Bandara Kertajati Mirip Lambang Iluminati,"Bandar udarah internasional Jawa barat kertajati…..ada sedikit persamaan dengan lambang Dajjal….
 Maaf ini hanya sebagai bentuk kewaspadaan ..mengingat ini sudah akhir zaman",611988.jpg,(SALAH): Desain Interior Langit-Langit Bandara Kertajati Mirip Lambang Iluminati,1
278,614106,2016-07-27 0:00:00,Lowongan Kerja di BANK BNI,BANK BNI MEMBUKA LOWONGAN KERJA DENGAN KUALIFIKASI SEBAGAI BERIKUT,614106.jpg,(HOAX) Lowongan Kerja di BANK BNI,1
279,614663,2020-08-02 0:00:00,"Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker","WOW! Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker untuk semua orang, Dapatkan milik Anda di sini GRATIS.",614663.jpg,"[SALAH] “Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker”",1
280,616377,2020-02-02 0:00:00,Video di Cuitan Gempa dan Tsunami di Cuba,"Gempa dan Tsunami di Cuba perbatasan Jamaica.
 
 Sekitar pkl. 05.00 pagi 29 Januari 2020 waktu Indonesia",616377.png,[SALAH] Video di Cuitan “Gempa dan Tsunami di Cuba”,1
281,617172,2019-09-14 0:00:00,"Habibie Donorkan Mata Untuk Anaknya, Thareq","Habibie Donorkan Mata Untuk Anaknya, Thareq",617172.jpg,"[SALAH] Habibie Donorkan Mata Untuk Anaknya, Thareq",1
282,617970,2019-04-20 0:00:00,Prabowo sudah setuju dengan hasil Quick Count Pilpres dan ucapkan selamat pada Jokowi,"AKHIRNYA Prabowo Subianto Ucapkan Selamat Kepada Jokowi, Pertemuan Keduanya di Rumah Sumitro",617970.jpg,[SALAH] Prabowo sudah setuju dengan hasil Quick Count Pilpres dan ucapkan selamat pada Jokowi,1
283,621383,2017-09-05 0:00:00,Salah Satu Akibat atau Efek Menyebarkan Informasi Yang Belum Jelas Kebenarannya,Salah Satu Akibat atau Efek Menyebarkan Informasi Yang Belum Jelas Kebenarannya,621383.jpg,[INFORMASI] Salah Satu Akibat atau Efek Menyebarkan Informasi Yang Belum Jelas Kebenarannya,0
284,622449,2016-01-16 0:00:00,: Tuduhan Konspirasi Pistol Yang Dipakai Teroris Bom Sarinah,senjata yang dipakai oleh teroris Sarinah dituduh berasal dari militer / pemerintah.,622449.jpg,(DISINFORMASI) : Tuduhan Konspirasi Pistol Yang Dipakai Teroris Bom Sarinah,1
285,622916,2020-07-28 0:00:00,mayat positif covid 19 dikuburkan masih menggunakan daster,"Meninggal postif covid 19 di RSU Sembiring, Medan. Di kuburkan di perkuburan suka maju stm sesuai protokol kesehatan. Ternyata peti jenazah tidak maut., maka pihak keluarga membuka peti, dan ternyata si mayat masih menggunakan daster (tidak sesuai dgn syariat fardhu kifayah islam). Yg penting dapat target, cair dananya #coronaPenyakitProyek",622916.png,[SALAH] “mayat positif covid 19 dikuburkan masih menggunakan daster (tidak sesuai dgn syariat fardhu kifayah islam)”,1
286,625530,2019-08-11 0:00:00,DIADUKAN KE MAHKAMAH INTERNASIONAL,"JOKOWI & KPU SIAP2 H4NCUR!! DIADUKAN KE MAHKAMAH INTERNASIONAL, PRABOWO BAKAL MENANG JADI PRESIDEN",625530.png,[SALAH] “DIADUKAN KE MAHKAMAH INTERNASIONAL”,1
287,626045,2019-05-03 0:00:00,Gambar Rancangan Gedung Istana Negara di Palangkaraya,Rancangan Istana negara di Palangkaraya #TNIPolriJagaIndonesia,626045.png,[SALAH] Gambar Rancangan Gedung Istana Negara di Palangkaraya,1
288,627547,2018-09-07 0:00:00,Tangkapan Layar Hasil Suntingan di Berita Kompas Bawaslu Sudah Loloskan 11 Bakal Caleg Eks Koruptor,Orang-orang Bawaslu perlu dimata-matai 24 jam gelagatnya sangat mengerikan!,627547.jpg,[SALAH] Tangkapan Layar Hasil Suntingan di Berita Kompas “Bawaslu Sudah Loloskan 11 Bakal Caleg Eks Koruptor”,1
289,629208,2017-11-21 0:00:00,"Festival Durian 2017 di Klaten, Jawa Tengah","50 RIBU MAKAN DURIAN SEPUASNYA (hanya on the spot di lokasi festival)
TAK PERLU KHAWATIR KEHABISAN
STOK DURIAN MELIMPAH RUAH
PENGUNJUNG YANG TAK BISA MEMBELAH DURIAH SIAP SIAGA PETUGAS STAND
#visitklaten #ayomakanduren",629208.jpg,"[KLARIFIKASI] “Festival Durian 2017 di Klaten, Jawa Tengah”",1
290,629849,2017-02-26 0:00:00,SUNITA WILLIAMS WANITA INDIA PERTAMA YANG PERGI KE BULAN DAN MUALAF,ASTRONOT WANITA JADI MU’ALAF,629849.jpg,[HOAX] SUNITA WILLIAMS WANITA INDIA PERTAMA YANG PERGI KE BULAN DAN MUALAF,1
291,631699,2020-05-26 0:00:00,PBB Tak Beri Bantuan Covid-19 Bagi Negara Yang Tidak Legalkan Aborsi,"PBB Menolak Mengirimkan Bantuan Coronavirus ke Negara Pro-Life, Kecuali Melegalkan Aborsi",631699.png,[SALAH] PBB Tak Beri Bantuan Covid-19 Bagi Negara Yang Tidak Legalkan Aborsi,1
292,631703,2020-05-26 0:00:00,Italia mengalahkan COVID-19 Koagulasi intravaskular diseminata,"DI ITALIA Obat untuk CORONAVIRUS AKHIRNYA DITEMUKAN Dokter Italia, tidak mematuhi hukum kesehatan dunia WHO, untuk tidak melakukan otopsi pada kematian Coronavirus dan mereka menemukan bahwa BUKANLAH VIRUS, tetapi BAKTERIlah yang menyebabkan kematian. Ini menyebabkan gumpalan darah terbentuk dan menyebabkan kematian pasien.",631703.png,[SALAH] “Italia mengalahkan COVID-19 “Koagulasi intravaskular diseminata” (Trombosis)”,1
293,632082,2020-04-22 0:00:00,Dari Ratusan Ribu Tahanan Tidak Ada Satupun Aktivis Islam yang Dibebaskan di Tengah Wabah COVID-19,"Penjahat bebas ,Sekarang banyak kejahatan begal di mana2..mencari kesempatan karena COVID-19 RATUSAN RIBU TAHANAN DENGAN ANEKA KEJAHATAN TIDAK SATUPUN AKTIVIS ISLAM YANG DIBEBASKAN",632082.jpg,[SALAH] Dari Ratusan Ribu Tahanan Tidak Ada Satupun Aktivis Islam yang Dibebaskan di Tengah Wabah COVID-19,1
294,636453,2018-05-07 0:00:00,BCA Tak Mencetak Struk ATM yang Bertuliskan 2019 Ganti Presiden,"“Kami informasikan Bpk/Ibu bahwa BCA tdk mencetak struk transaksi dgn keterangan 2019 ganti presiden, kami menghimbau kepada nasabah utk lebih berhati hati terhadap berita-berita yg belum jelas kebenarannya. Tks 🙂 ^dian,” tulis @HaloBCA dalam Twitter, Kamis (3/5).",636453.png,[BENAR] “BCA Tak Mencetak Struk ATM yang Bertuliskan 2019 Ganti Presiden”,0
295,636588,2018-04-18 0:00:00,REKAMAN VIDEO WARGA REJANG BELONG YANG TERSENGAT LISTRIK,"Kasat Reskrim Polres Rejang Lebong, AKP Chusnul Qomar : “ya untuk masyarakat jangan menelan mentah mentah berita yang belum diketahui kebenaran aslinya,”.",636588.png,[SALAH] REKAMAN VIDEO WARGA REJANG BELONG YANG TERSENGAT LISTRIK,1
296,637427,2017-11-17 0:00:00,: Ahok : Kamu Kira Kami Niat Bangun Masjid dan Naikkan Haji Marbut,"Ahok: Kamu Kira Kami Niat Bangun Masjid, Naikkan Haji Marbut?",637427.jpg,(HOAX) : Ahok : Kamu Kira Kami Niat Bangun Masjid dan Naikkan Haji Marbut,1
297,637998,2017-03-07 0:00:00,: Selebaran Waspada Penculik Beredar di Medsos,Isu penculikan belakangan merebak di tengah masyarakat. Terlebih di jejaring media sosial (medsos) menyebar selebaran mengatasnamakan institus Polri.,637998.jpg,(HOAX): Selebaran Waspada Penculik Beredar di Medsos,1
298,639583,2020-07-03 0:00:00,Jokowi Akui Gagal Pimpin Negara!,Jokowi Akui Gagal Pimpin Negara!” dan “Jokowi Akui Gagal Pimpin Negara,639583.png,[SALAH] “Jokowi Akui Gagal Pimpin Negara!”,1
299,640111,2020-05-07 0:00:00,Satgas Covid-19 Kabupaten Pangkep Semprot Jemaah Shalat Tarawih di Masjid,Sp mau bertanggung jawab in atas pada shalat penyemprotan area sanrangan adkabar pada shalat di semprot kan ad kbijakan slesai shalat Bru bisa di semprot in pada shalat di semprot,640111.jpg,[SALAH] Satgas Covid-19 Kabupaten Pangkep Semprot Jemaah Shalat Tarawih di Masjid,1
300,640779,2020-03-05 0:00:00,"Kabar Terkini, India di Landa Badai Tornado",Kabar Terkini… India di Landa Badai Tornado…. Azab ALLAH Sangat Nyata…,640779.jpg,"[SALAH] “Kabar Terkini, India di Landa Badai Tornado”",1
301,641477,2019-10-31 0:00:00,"Video pembatas jalan water barrier bergerak sendiri di tol Pandaan, Malang","“pembatas jalan water barrier bergerak sendiri di tol pandaan malang, lebih berhati2 lagi dalam berkendara dan jangan lupa berdoa",641477.png,"[KLARIFIKASI] Video pembatas jalan water barrier bergerak sendiri di tol Pandaan, Malang",1
302,644724,2018-04-25 0:00:00,Kantor Jeff Bezos di 1999 |  Jeff Besoz Office in 1999,"This was Jeff Bezos’ office in 1999.
 Everyone starts somewhere.
 Keep going",644724.png,[SALAH] “Kantor Jeff Bezos di 1999” | [FALSE] “Jeff Besoz Office in 1999”,1
303,649130,2018-06-06 0:00:00,Terkuak ***** PKS ini sering dibelai,Terkuak ***** PKS ini sering dibelai tubuhnya oleh beberapa petinggi kader PKS seperti yang paling sering mas @MardaniAliSera di salah satu hotel dijakarta. Sumber : Orang Kepercayaan @MardaniAliSera #*****PKSMardani,649130.png,[SALAH] “Terkuak ***** PKS ini sering dibelai”,1
304,650077,2019-08-22 0:00:00,Bill Gates Mencuitkan Tentang Idul Adha di Akun Twitternya,"Saya tidak mau melihat lagi Tweet kebencian terhadap muslim yg menyembelih hewan, sekitar sejuta hewan dibunuh setiap hari oleh KFC, McDonalds, Burger King dll juga untuk memberi makan bagi orang-orang kaya dan untuk memperoleh buanyak uang daripadanya. Selama IED umat muslim berkurban untuk memberi makan orang-orang miskin dengan gratis dan kamu semua kehilangan akal sehat.",650077.jpg,[SALAH] Bill Gates Mencuitkan Tentang Idul Adha di Akun Twitternya,1
305,651087,2019-02-19 0:00:00,"Disindir Jokowi, Hotman Paris: Prabowo Rebut Tanah Itu Dari Asing","Disindir Jokowi, Hotman Paris: Prabowo Rebut Tanah Itu Dari Asing",651087.jpg,"[SALAH] Disindir Jokowi, Hotman Paris: Prabowo Rebut Tanah Itu Dari Asing",1
306,653972,2017-10-20 0:00:00,ini dia pelaku penculikan anak. yang nantinya anak itu di bunuh lalu mayatnya di jadikan tumbal jembatan.,"“ini dia pelaku penculikan anak. yang nantinya anak itu di bunuh lalu mayatnya di jadikan tumbal jembatan.
 Tolong Bagikan Postingan ini demi mengingatkan teman teman anda yang sudah berkeluarga.. Yg melihat luangkan 1 detik komen aamiin semoga kita, keluarga kita dan saudara saudara kita dijauhkan dari segala kejahatan penculik anak anak aamiin…
 Dengan klik bagikan sama saja anda menyelamatkan nyawa ribuan anak di luar sana????”",653972.jpg,[HOAX] “ini dia pelaku penculikan anak. yang nantinya anak itu di bunuh lalu mayatnya di jadikan tumbal jembatan.”,1
307,656128,2020-06-12 0:00:00,Idola 92.6 FM Semarang: Merefleksi Hari Media Sosial di Tengah Pandemi Covid-19,"Ngobrol-ngobrol Idola 92.6 FM Semarang dengan Aribowo Sasmito, Ketua Komite Pemeriksa Fakta MAFINDO, berkaitan dengan Hari Media Sosial (Rabu, 10 Jun 2020). Simak di:",656128.png,[BERITA] Idola 92.6 FM Semarang: “Merefleksi Hari Media Sosial di Tengah Pandemi Covid-19”,0
308,656133,2020-06-12 0:00:00,TNI: Buku PKI Yang Kami Sita Terdapat Kata Pengantar Megawati Soekarnoputri & Eva Sundari,"Hati hati PKI sekarang dengan metode baru dan gaya yang baru. Waspada,Waspada,Waspada!!!",656133.png,[SALAH] “TNI: Buku PKI Yang Kami Sita Terdapat Kata Pengantar Megawati Soekarnoputri & Eva Sundari”,1
309,657075,2020-03-16 0:00:00,suspect coronavirus ditemukan di salah satu terapis spa Hotel Goldenhands kelapa gading,"suspect coronavirus ditemukan di salah satu terapis *spa Hotel Goldenhands kelapa gading* sekarang dikarantina, pengunjung dan staf yang masih ada di dalam tidak boleh meninggalkan spa selama 2 minggu ke depan. Yang pernah mengunjungi *Spa tsb* dalam 2 minggu terakhir harap melapor ke RS rujukan",657075.png,[SALAH] “suspect coronavirus ditemukan di salah satu terapis spa Hotel Goldenhands kelapa gading”,1
310,658063,2019-09-25 0:00:00,Pembunuhan demonstran perintah tito,Pembunuhan demonstran itu ternyata ada restu atau perintah dari si tito. simak videonya.,658063.png,[SALAH] “Pembunuhan demonstran perintah tito”,1
311,658451,2019-07-12 0:00:00,Penerapan Ganjil Genap Motor Pada 18-31 Juli,Dishub DKI Jakarta Kaji Skema Ganjil Genap Sepeda Motor,658451.jpg,[SALAH] Penerapan Ganjil Genap Motor Pada 18-31 Juli,1
312,660077,09-Okt-18,Penjelasan Lengkap terkait Miftahul Jannah yang Didiskualifikasi dari Asian Para Games 2018 karena Berhijab,Penjelasan Lengkap terkait Miftahul Jannah yang Didiskualifikasi dari Asian Para Games 2018 karena Berhijab,660077.jpg,[BENAR] Penjelasan Lengkap terkait Miftahul Jannah yang Didiskualifikasi dari Asian Para Games 2018 karena Berhijab,0
313,660294,2018-09-11 0:00:00,Astaghfirullah Terlanjur Aku Makan Mie Samyang,"Astaghfirullah
 Terlanjur Aku Makan
 Mie Samyang",660294.jpg,[SALAH] “Astaghfirullah Terlanjur Aku Makan Mie Samyang”,1
314,661533,2018-02-13 0:00:00,"VIRAL UANG NASABAH RAIB BELASAN JUTA, BRI BERI TANGGAPAN","Corporate Secretary BRI, Bambang Tribaroto : “Pihak BRI juga telah menghubungi Ibu Nita Yuliastuti untuk menyampaikan klarifikasi dan permohonan maaf serta hasil penyelesaian pemngaduan,”",661533.jpg,"[KLARIFIKASI] VIRAL UANG NASABAH RAIB BELASAN JUTA, BRI BERI TANGGAPAN",1
315,670954,2017-01-29 0:00:00,Meragukan Jokowi sebagai Alumni UGM,"Ada yang tahu ?. Jokowi itu Alumnus Gajah Mada , Gajah Duduk , Gajah Nungging , atau Gajah Mungkur ?.
 1 tak punya teman satu angkatan .
 Atau teman2 seangkatan Jokowi telah mati semua.
 Jokowi mahasiswa tunggal ya ?",670954.jpg,[DISINFORMASI] Meragukan Jokowi sebagai Alumni UGM,1
316,672463,2020-06-19 0:00:00,Alhamdulillah Akhirnya Aceh Bisa Berangkat Haji Tanpa Melalui Indonesia,Alhamudulillah Akhirnya Aceh Bisa Berangkat Haji Tampa Melalui Indonesia,672463.png,[SALAH] Alhamdulillah Akhirnya Aceh Bisa Berangkat Haji Tanpa Melalui Indonesia,1
317,673383,2020-03-20 0:00:00,Pemerintah Indonesia Berlakukan Lockdown per 20 Maret 2020,"Akhirnya, Indonesia berlakukan Lockdown mulai tengah malam nanti, Jumat (20/3/2020) pukul 00.01 WIB. Jika sekarang Kamis (19/3/2020) pukul 13.00 WIB berarti waktu Lockdown tinggal 11 jam saja lagi",673383.png,[SALAH] Pemerintah Indonesia Berlakukan Lockdown per 20 Maret 2020,1
318,673409,2020-03-18 0:00:00,"Corona sudah masuk ke TB telaga Bestari , pramugari lion air sdh terinfeksi dan saat ini di rawat di RS Annisa","Info terbaru…Corona sudah masuk ke TB telaga Bestari , pramugari lion air sdh terinfeksi dan saat ini di rawat di RS Annisa Di himbau untuk tdk jln2 ke TB dan juga Citra raya Udh masuk tangerang",673409.png,"[SALAH] “Corona sudah masuk ke TB telaga Bestari , pramugari lion air sdh terinfeksi dan saat ini di rawat di RS Annisa”",1
319,674311,2019-10-16 0:00:00,Gatot Nurmantyo Dicopot sebagai Panglima TNI karena Gagalkan Penyelundupan Senjata dari Cina,"Masih ingatkah kalian dulu saya pernah menangkap penyelundupan satu container senjata ilegal dari Cina, Beberapa bulan kemudian saya dicopot dari jabatan saya sebagai panglima. dari situ kalian harus paham siapa pun yang menentang dan menghalangi rencana busuk mereka untuk menghancurkan negeri ini akan dicopot",674311.png,[SALAH] Gatot Nurmantyo Dicopot sebagai Panglima TNI karena Gagalkan Penyelundupan Senjata dari Cina,1
320,680144,2020-08-05 0:00:00,Foto Sirkuit Mandalika NTB Siap digunakan pada Tahun 2021,Insya Allah 2021 Sirkuit Mandalika NTB sudah Bisa Di Gunakan…. Bikin Para Pembalap Motto GP seakan Balapan Di Jalan Raya,680144.png,[SALAH] Foto Sirkuit Mandalika NTB Siap digunakan pada Tahun 2021,1
321,680578,2020-06-30 0:00:00,MAHASISWA bisa minta BANTUAN ke KODAM jika ingin di dampingi saat gelar UNJUK RASA,MAKLUMAT TNI Untuk Rakyat Indonesia *KAPUSPEN MABES TNI MAYJEN SISRIADI*,680578.png,[SALAH] “MAHASISWA bisa minta BANTUAN ke KODAM jika ingin di dampingi saat gelar UNJUK RASA”,1
322,682969,2019-07-22 0:00:00,PSI Bantah Setiap Calegnya Diwajibkan Beli Kartu Sakti,"Nggak pernah ada kewajiban bagi caleg untuk beli kartu sakti. Dan mohon maap nih jangan main fitnah aja, donasi kartu sakti itu nominalnya mulai dari 25 ribu",682969.png,[KLARIFIKASI] PSI Bantah Setiap Calegnya Diwajibkan Beli Kartu Sakti,1
323,687656,2016-11-30 0:00:00,": Era Jokowi - Ahok, Makin Menjamur PSK Asal Cina di Jakarta Raup Rp 40 Miliar/Bulan","Era Jokowi – Ahok, Makin Menjamur PSK Asal Cina di Jakarta Raup Rp 40 Miliar/Bulan",687656.jpg,"(FITNAH / HASUT): Era Jokowi – Ahok, Makin Menjamur PSK Asal Cina di Jakarta Raup Rp 40 Miliar/Bulan",1
324,689058,2020-05-24 0:00:00,Ellen DeGeneres Membagikan Bantuan Untuk Virus Corona di Facebook,"MY NAME “ELLEN DEGENERES” BECAUSE BRONZE CORONA VIRUS I WANT TO HELP 10,000 FACEBOOK FIRST USER MEMBERS … Tell me, how much money do you need now? Choose the first letter of your name and you will receive a gift of your choice.",689058.jpg,[SALAH] Ellen DeGeneres Membagikan Bantuan Untuk Virus Corona di Facebook,1
325,690192,2020-01-16 0:00:00,"KORLAP FPI : BANJIR DI JAKARTA ADALAH AIR MATA MALAIKAT YANG JATUH, SEBAB MALAIKAT TERHARU PADA ALUMNI 212 YANG SERING SHOLAT MASSAL DI MONAS.","KORLAP FPI : BANJIR DI JAKARTA ADALAH AIR MATA MALAIKAT YANG JATUH, SEBAB MALAIKAT TERHARU PADA ALUMNI 212 YANG SERING SHOLAT MASSAL DI MONAS.”",690192.jpg,"[SALAH] “KORLAP FPI : BANJIR DI JAKARTA ADALAH AIR MATA MALAIKAT YANG JATUH, SEBAB MALAIKAT TERHARU PADA ALUMNI 212 YANG SERING SHOLAT MASSAL DI MONAS.”",1
326,692431,2018-12-26 0:00:00,Malam Tahun Baru akan terjadi GEMPA,"Waspada KIAMAT SUDAH DEKAT…
Malam Tahun Baru 31 Desember 2018 Pukul 24.00 WIB akan terjadi GEMPA dan TSUNAMI BESAR di Seluruh Indonesia dan Dunia untuk itu dihimbau kepada semua Masyarakat Dunia agar BERTAUBAT dan MEMAKMURKAN MASJID menjalankan SHOLAT 5 WAKTU agar kita semua MATI dalam keadaan IMAN dan TAQWA kepada Alloh SWT dan Rosul-Nya. Amin",692431.png,[SALAH] “Malam Tahun Baru akan terjadi GEMPA”,1
327,693499,2018-07-05 0:00:00,Selebaran Poster Acara Penobatan Miss Waria Banten 2018,Miss Waria Banten 2018,693499.png,[BENAR] Selebaran Poster Acara Penobatan Miss Waria Banten 2018,0
328,695515,2017-02-04 0:00:00,: Polri Luncurkan Aplikasi PolisiKu,"Markas Besar Kepolisian Republik Indonesia melalui Divisi Teknologi Informasi (Div TI) Polri meluncurkan aplikasi berbasis Android dan iOS yang bernama “PolisiKu”. Aplikasi yang bisa ditanam pada smartphone Android atau iOS (Apple Phone) ini mempunyai tujuan yang sama, yakni untuk mempermudah pelayanan Polri",695515.jpg,(BERITA) : Polri Luncurkan Aplikasi PolisiKu,0
329,697744,2020-04-08 0:00:00,SITUBONDO LOCKDOWN,"SITUBONDO LOCKDOWN Mulai mala mini sudah ada penjagaan gabungan TNI, POLRI dan PEMKAB di 4 Titik",697744.png,[SALAH] “SITUBONDO LOCKDOWN”,1
330,698741,2019-11-19 0:00:00,"Monumen Ondel-Ondel di Kemayoran, sebuah kreasi anak bangsa bernama Anies Baswedan.","Monumen Ondel-Ondel di Kemayoran, sebuah kreasi anak bangsa bernama Anies Baswedan.",698741.png,"[SALAH] Monumen Ondel-Ondel di Kemayoran, sebuah kreasi anak bangsa bernama Anies Baswedan.",1
331,703686,2017-02-08 0:00:00,Seorang Syiah Berusaha Membakar Kabah,"kabar terbaru hari ini dari saudara yg di saudi,ada usaha pembakaran Ka’bah oleh seorang syiah Iran menggunakan bensin setelah shalat subuh.Alhamdulillah ketangkep.Ya Allah lindungilah saudara se-islam di makkah.. Ketik aamiin n share agar banyak yg mendoakan!",703686.jpg,(DISINFORMASI) Seorang Syiah Berusaha Membakar Ka’bah,1
332,707012,2019-10-31 0:00:00,"Keren, Perempatan Lampu Merah ini Dipasang Video Mapping","Keren, Perempatan Lampu Merah ini Dipasang Video Mapping",707012.png,"[SALAH] “Keren, Perempatan Lampu Merah ini Dipasang Video Mapping”",1
333,707588,2019-07-15 0:00:00,Negara ente digadai ke China KOMUNIS,Jokowi minta masyarakat menggunakan mata uang Yuan ( Thiongkok ) !!,707588.png,[SALAH] “Negara ente digadai ke China KOMUNIS”,1
334,709672,06-Agu-18,Klarifikasi Pondok Pesantren Al-Munawwir Krapyak Terhadap Pemberitaan JPNN,Pengasuh Pondok Pesantren Al Munawwir Krapyak Yogyakarta membantah pernah memberikan Joko Widodo alias Jokowi deadline terkait kepastian Muhaimin Iskandar atau biasa dipanggil Cak Imin sebagai cawapres Jokowi.,709672.png,[BENAR] Klarifikasi Pondok Pesantren “Al-Munawwir” Krapyak Terhadap Pemberitaan JPNN,0
335,709836,2018-07-14 0:00:00,KLARIFIKASI KEPOLISIAN TERKAIT RUMOR KORBAN PEMBUNUHAN OLEH PENDETA HENDERSON TENGAH HAMIL,"Kapolres Deliserdang, AKBP Eddy Suryantha Tarigan : “Jadi sesuai hasil otopsi korban itu tidak hamil. Tidak benar kalau korban itu telah hamil. Hasil otopsinya sudah keluar dan kita terima,”.",709836.png,[BENAR] KLARIFIKASI KEPOLISIAN TERKAIT RUMOR KORBAN PEMBUNUHAN OLEH PENDETA HENDERSON TENGAH HAMIL,0
336,710038,2018-06-04 0:00:00,KPK Bantah Keluarkan File Berbentuk PDF yang Berisi Nama-nama Calon Kepala Daerah yang Diduga Terlibat Korupsi,"KPK tidak pernah memproses seseorang sebagai calon kepala daerah, hal 
 tersebut sudah kami tegaskan, karena UU mengatur kewenangan KPK 
 memperoses penyelenggara negara",710038.jpg,[BENAR] “KPK Bantah Keluarkan File Berbentuk PDF yang Berisi Nama-nama Calon Kepala Daerah yang Diduga Terlibat Korupsi”,0
337,710680,2018-02-15 0:00:00,PENETAPAN 17 PROGRAM PRIORITAS PEMBANGUNAN TNI OLEH PANGLIMA TNI MARSEKAL HADI TJAHJANTO,"Panglima TNI Marsekal Hadi Tjahjanto menetapkan 17 program prioritas pembangunan TNI, Kesebelas program prioritas dalam rangka pembangunan TNI itu meliputi :
 […]",710680.jpg,[HOAX] PENETAPAN 17 PROGRAM PRIORITAS PEMBANGUNAN TNI OLEH PANGLIMA TNI MARSEKAL HADI TJAHJANTO,1
338,711321,2017-10-19 0:00:00,"Bro, Boss Mayapada kucurkan dana 100 mill untuk dana sosial...","Bro, Boss Mayapada kucurkan dana 100 mill untuk dana sosial keGubenur yg baru dilantik,inilah permainan cantik politik tingkat tinggi ,karena uang tdk ada Rasis, ?",711321.jpg,"[KLARIFIKASI] “Bro, Boss Mayapada kucurkan dana 100 mill untuk dana sosial…”",1
339,713518,2020-06-08 0:00:00,Video After lockdown ... Maradona,Video After lockdown ... Maradona,713518.png,[FALSE] Video “After lockdown … Maradona”,1
